Iteracao,Particula,X0,X1
1,1,-1.587988,-3.624897
1,2,-5.120000,2.417038
1,3,-0.934127,-4.954340
1,4,-1.599351,-3.428457
1,5,-4.103803,3.928213
1,6,-4.255291,-2.306565
1,7,3.606072,-2.721933
1,8,0.136732,2.123388
1,9,-5.120000,-1.197630
1,10,-1.283845,3.178374
1,11,1.479427,-5.120000
1,12,-2.002047,-2.251621
1,13,-0.049702,-0.789115
1,14,-5.120000,1.217345
1,15,-5.120000,3.299324
1,16,-5.120000,-3.524034
1,17,-2.406215,-4.724458
1,18,-2.252166,-0.498421
1,19,-4.529619,-1.121843
1,20,-5.120000,-2.711263
1,21,5.120000,-1.546307
1,22,-3.004360,-4.603297
1,23,2.048085,-0.583734
1,24,1.678388,3.054936
1,25,-1.403650,3.146030
1,26,-0.954097,-4.504789
1,27,0.837102,-5.120000
1,28,-2.066876,4.619866
1,29,4.311675,0.260882
1,30,5.047355,-2.840293
2,1,-1.630805,-3.514229
2,2,-1.845088,2.404612
2,3,1.220751,-5.120000
2,4,-2.099597,-4.550705
2,5,-5.120000,3.938426
2,6,-4.177258,-2.298404
2,7,3.935762,-0.980262
2,8,3.487305,2.258773
2,9,-0.772930,-1.088199
2,10,-5.120000,5.120000
2,11,0.527353,-1.213097
2,12,0.321034,-5.120000
2,13,2.197374,0.432840
2,14,-0.935018,1.297080
2,15,-4.161813,4.174909
2,16,0.000000,-3.417295
2,17,-0.606639,-5.020626
2,18,0.204261,-0.387099
2,19,-5.120000,-1.590844
2,20,-1.521861,-5.120000
2,21,0.718465,-2.315407
2,22,-4.493081,-5.120000
2,23,4.458956,-1.402801
2,24,3.154158,4.904553
2,25,1.744574,1.767194
2,26,-3.733409,-4.696042
2,27,3.114549,-2.106836
2,28,-1.469971,5.120000
2,29,4.240917,-1.071218
2,30,5.120000,-5.120000
3,1,0.024130,-3.435990
3,2,1.069584,2.393553
3,3,2.806766,-3.316258
3,4,-2.308724,-3.374255
3,5,-0.760670,3.350613
3,6,-2.860127,-2.535832
3,7,4.229186,0.569825
3,8,4.288066,2.307459
3,9,3.095961,-0.990805
3,10,0.000000,2.094730
3,11,-0.319992,2.264047
3,12,0.849077,-0.006841
3,13,2.292000,0.650573
3,14,2.789616,1.368045
3,15,-3.309027,4.954180
3,16,2.898053,-1.452559
3,17,0.994982,-5.120000
3,18,2.390480,-0.288024
3,19,-0.619952,-1.856360
3,20,-0.682475,-1.390786
3,21,-3.198902,-2.999905
3,22,-3.643831,-0.786613
3,23,5.120000,-1.737412
3,24,1.687691,5.120000
3,25,4.546493,0.540029
3,26,-4.798077,-4.341049
3,27,5.120000,0.574881
3,28,-2.068135,2.147258
3,29,4.177942,-2.256787
3,30,1.468573,-0.082626
4,1,1.488748,-3.366748
4,2,3.649068,2.383765
4,3,1.647861,-2.747370
4,4,-1.658021,-0.263823
4,5,3.364959,2.775589
4,6,-1.495098,-4.285051
4,7,4.270450,1.201162
4,8,3.211137,2.330033
4,9,5.120000,-0.996949
4,10,4.531200,-0.582633
4,11,-0.665644,4.809638
4,12,1.316395,4.518305
4,13,0.827066,0.591594
4,14,5.120000,1.418601
4,15,-2.736727,5.120000
4,16,5.120000,0.288987
4,17,2.412418,-4.886724
4,18,2.431201,-0.204681
4,19,3.362591,-2.091341
4,20,0.060382,1.909569
4,21,-5.120000,-3.605686
4,22,0.246952,2.827094
4,23,2.246117,-1.012565
4,24,-0.950925,2.526610
4,25,4.372554,0.174339
4,26,0.321923,-3.899241
4,27,2.861919,1.388897
4,28,-2.637407,-0.957366
4,29,4.160227,-2.343005
4,30,-1.762941,4.375450
5,1,1.715141,-3.317063
5,2,3.400949,2.377180
5,3,-0.304166,-2.638726
5,4,0.132342,2.124534
5,5,4.795347,2.676922
5,6,-0.273555,-5.120000
5,7,4.143283,-0.345410
5,8,0.188334,2.175634
5,9,2.335352,-1.037305
5,10,5.120000,-0.732589
5,11,-0.487761,2.137540
5,12,1.320932,5.120000
5,13,-1.102487,0.272107
5,14,0.000000,1.418158
5,15,-2.885518,4.144894
5,16,0.000000,0.584798
5,17,3.379752,-4.825801
5,18,1.059267,-0.228809
5,19,4.379292,-2.149255
5,20,0.714095,4.813881
5,21,-0.607513,-3.817553
5,22,4.076656,5.120000
5,23,-0.282900,-0.374700
5,24,-4.018168,-0.152468
5,25,3.102278,1.141000
5,26,5.120000,-3.667845
5,27,0.888136,1.689122
5,28,-3.286803,-3.649319
5,29,4.153539,-2.104249
5,30,-3.261538,5.120000
6,1,1.895086,-3.361165
6,2,0.861107,2.383042
6,3,-2.595565,-3.596596
6,4,1.682601,4.103193
6,5,4.113646,2.609557
6,6,0.034069,-3.440628
6,7,3.850879,-2.256909
6,8,-2.485947,2.038376
6,9,-2.484026,-1.110558
6,10,0.000000,1.347891
6,11,-0.332113,-0.200546
6,12,1.308291,1.359710
6,13,-2.085717,-0.770351
6,14,-5.057526,1.403549
6,15,-3.015710,3.291676
6,16,-4.480000,0.843633
6,17,3.905000,-4.946960
6,18,-0.141176,-0.249921
6,19,0.422418,-2.054404
6,20,0.994819,5.120000
6,21,2.536444,-3.765607
6,22,5.120000,1.717510
6,23,-0.994937,-0.360167
6,24,-5.120000,-1.619611
6,25,1.990786,1.986829
6,26,0.390561,-3.539199
6,27,1.378343,-0.686788
6,28,-3.777847,-5.045463
6,29,4.147687,-1.895337
6,30,-2.398566,0.630385
7,1,1.064285,-3.467863
7,2,-1.144800,2.396556
7,3,-3.452212,-5.120000
7,4,1.784603,5.120000
7,5,1.878664,2.804198
7,6,-0.437177,-2.628990
7,7,3.663753,-3.459856
7,8,-4.422981,1.995579
7,9,-5.120000,-1.155840
7,10,-4.454400,3.802320
7,11,-0.196700,-2.234681
